Study Name	V_single_crystal
Sample Name	0dpa
Run Name	85degreesSpot3
Operator	Angus Wylie
Date	8/5/2019
Time	14:30
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	14:32:21
	
Time	Amplitude
3.815000E-8	1.106908E-2
3.820000E-8	1.141339E-2
3.825000E-8	1.185533E-2
3.830000E-8	1.237264E-2
3.835000E-8	1.294305E-2
3.840000E-8	1.356314E-2
3.845000E-8	1.422434E-2
3.850000E-8	1.491123E-2
3.855000E-8	1.561183E-2
3.860000E-8	1.632784E-2
3.865000E-8	1.704043E-2
3.870000E-8	1.772561E-2
3.875000E-8	1.839537E-2
3.880000E-8	1.904972E-2
3.885000E-8	1.965781E-2
3.890000E-8	2.021795E-2
3.895000E-8	2.074211E-2
3.900000E-8	2.120461E-2
3.905000E-8	2.160030E-2
3.910000E-8	2.192747E-2
3.915000E-8	2.215187E-2
3.920000E-8	2.225465E-2
3.925000E-8	2.225979E-2
3.930000E-8	2.216729E-2
3.935000E-8	2.196173E-2
3.940000E-8	2.166368E-2
3.945000E-8	2.127998E-2
3.950000E-8	2.080207E-2
